                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                      90                                      705                  1.0000000000000000E+000                  2.0000000000000000E-002                  6.6877821244671566E+002                  1.1146304374111926E+002                  4.3642299417338118E+003                  1.2145855233454674E+000                  1.9277555494279037E+000                 -4.1387855348287532E+000                  6.9999999999811213E-001                  2.9797637138820283E-005                  2.7997020236474890E-001                  3.5436627115084532E-003                  1.0387104877471341E-003                  8.5951420554398906E-003                  1.8669682735524822E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  6.9999999999985207E-001                  2.9797635399528910E-005                  2.7997020236474879E-001                  3.5436627115084550E-003                  1.0387104877471341E-003                  8.5951420554398975E-003                  1.8669682735524826E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.6787673652024478E+004                  1.0057750216883739E+007                  8.2332613124318266E+009                  7.8372479404649711E-006                  7.8372479404649728E-006                  0.0000000000000000E+000                  3.1361689981759532E-007                  5.0000000000000000E+001                  1.0000000000000000E+003                  2.1105035317108475E+010                               "r23.05.1"                               "gfortran"                                 "13.1.0"                    "x86_64-linux-23.7.2"                                 "CRMATH"                               "20241025"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                   radius                                   csound                                       pp                                      cno                                tri_alpha                                       h1                                      he3                                      he4                                      c12                                      n14                                      o16                                     ne20                                     mg24                              mixing_type                                 brunt_N2                                 lamb_Sl1                                 lamb_Sl2 
                                       1                  1.0000000000000000E+000                  2.8505196200179606E-001                  3.6399507277187242E+000                 -6.8304291900899567E+000                  4.6116657162545369E+000                  6.9999999999999996E-001                  2.7999999999999997E-001                  2.0000000000000018E-002                  1.9277555494279037E+000                  6.4969601853546244E+005                  2.1683032923567814E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.9999999999999996E-001                  2.9797635251138621E-005                  2.7997020236474884E-001                  3.5436627115084528E-003                  1.0387104877471339E-003                  8.5951420554398889E-003                  1.8669682735524820E-003                  4.9555164717520594E-003                                        0                  4.2660564235735122E-005                  1.0903636617280663E+000                  1.8885652608398551E+000 
                                       2                  9.9999999999899991E-001                  2.8505176921026903E-001                  3.6400477714740958E+000                 -6.8297533079474579E+000                  4.6124405280864407E+000                  6.9999999999999996E-001                  2.7999999999999997E-001                  2.0000000000000018E-002                  1.9277546936609780E+000                  6.4980424479836714E+005                  2.1716816462999045E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.9999999999999996E-001                  2.9797635251138618E-005                  2.7997020236474884E-001                  3.5436627115084528E-003                  1.0387104877471339E-003                  8.5951420554398889E-003                  1.8669682735524822E-003                  4.9555164717520594E-003                                        0                  4.2624158265678209E-005                  1.0904448714020090E+000                  1.8887059201211898E+000 
                                       3                  9.9999999999775002E-001                  2.8505152859525568E-001                  3.6401557867315413E+000                 -6.8290041459200816E+000                  4.6132998138865329E+000                  6.9999999999999996E-001                  2.7999999999999997E-001                  2.0000000000000018E-002                  1.9277536256147279E+000                  6.4992483215136582E+005                  2.1754324372383377E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.9999999999999996E-001                  2.9797635251138618E-005                  2.7997020236474884E-001                  3.5436627115084528E-003                  1.0387104877471339E-003                  8.5951420554398889E-003                  1.8669682735524822E-003                  4.9555164717520594E-003                                        0                  4.2533010976297448E-005                  1.0906475716693593E+000                  1.8890570072829485E+000 
                                       4                  9.9999999999650002E-001                  2.8505128839454824E-001                  3.6403180808120030E+000                 -6.8278838709387930E+000                  4.6145855660038286E+000                  6.9999999999999996E-001                  2.7999999999999997E-001                  2.0000000000000018E-002                  1.9277525594080964E+000                  6.5010622018919990E+005                  2.1810533525451309E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.9999999999999996E-001                  2.9797635251138618E-005                  2.7997020236474884E-001                  3.5436627115084528E-003                  1.0387104877471339E-003                  8.5951420554398889E-003                  1.8669682735524822E-003                  4.9555164717520594E-003                                        0                  4.2441786248066784E-005                  1.0908508366598515E+000                  1.8894090725738808E+000 
                                       5                  9.9999999999400002E-001                  2.8505080922955861E-001                  3.6406437739493969E+000                 -6.8256558568915668E+000                  4.6171457179298798E+000                  6.9999999999999996E-001                  2.7999999999999997E-001                  2.0000000000000018E-002                  1.9277504324848589E+000                  6.5047100795726466E+005                  2.1922754945037803E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.9999999999999996E-001                  2.9797635251138618E-005                  2.7997020236474884E-001                  3.5436627115084528E-003                  1.0387104877471339E-003                  8.5951420554398889E-003                  1.8669682735524822E-003                  4.9555164717520594E-003                                        0                  4.2259092842199535E-005                  1.0912590568617326E+000                  1.8901161307042151E+000 
                                       6                  9.9999999998900002E-001                  2.8504985579868386E-001                  3.6414087856515662E+000                 -6.8205205748337718E+000                  4.6230614117187345E+000                  6.9999999999999996E-001                  2.7999999999999997E-001                  2.0000000000000018E-002                  1.9277462003915669E+000                  6.5133149904774327E+005                  2.2183615184198813E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.9999999999999996E-001                  2.9797635251138621E-005                  2.7997020236474884E-001                  3.5436627115084528E-003                  1.0387104877471339E-003                  8.5951420554398889E-003                  1.8669682735524822E-003                  4.9555164717520594E-003                                        0                  4.1892717407753807E-005                  1.0920822072588545E+000                  1.8915418690143004E+000 
                                       7                  9.9999999997650002E-001                  2.8504750021302572E-001                  3.6425207921795955E+000                 -6.8133419690683326E+000                  4.6313752017558452E+000                  6.9999999999999996E-001                  2.7999999999999997E-001                  2.0000000000000018E-002                  1.9277357444470948E+000                  6.5259331045173970E+005                  2.2553482958361213E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.9999999999999996E-001                  2.9797635251138621E-005                  2.7997020236474884E-001                  3.5436627115084528E-003                  1.0387104877471339E-003                  8.5951420554398889E-003                  1.8669682735524822E-003                  4.9555164717520594E-003                                        0                  4.0972539176607692E-005                  1.0941785050232304E+000                  1.8951727632499924E+000 
                                       8                  9.9999999996400013E-001                  2.8504518320624600E-001                  3.6442156678834396E+000                 -6.8028933241008911E+000                  4.6435551407584885E+000                  6.9999999999999996E-001                  2.7999999999999997E-001                  2.0000000000000018E-002                  1.9277254598013978E+000                  6.5453312550741259E+005                  2.3102885289611972E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.9999999999999996E-001                  2.9797635251138621E-005                  2.7997020236474884E-001                  3.5436627115084528E-003                  1.0387104877471339E-003                  8.5951420554398889E-003                  1.8669682735524822E-003                  4.9555164717520594E-003                                        0                  4.0046488740761596E-005                  1.0963283806846249E+000                  1.8988964571254834E+000 
                                       9                  9.9999999993899991E-001                  2.8504065924457600E-001                  3.6465506765651172E+000                 -6.7895540021954108E+000                  4.6592818951026027E+000                  6.9999999999999996E-001                  2.7999999999999997E-001                  2.0000000000000018E-002                  1.9277053791624956E+000                  6.5724085874683468E+005                  2.3823779699111875E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.9999999999999996E-001                  2.9797635251138621E-005                  2.7997020236474884E-001                  3.5436627115084528E-003                  1.0387104877471339E-003                  8.5951420554398889E-003                  1.8669682735524822E-003                  4.9555164717520594E-003                                        0                  3.8182223884328904E-005                  1.1007824191201789E+000                  1.9066110779947278E+000 
