                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     100                                      705                  1.0000000000000000E+000                  2.0000000000000000E-002                  4.1408986761007136E+003                  6.9014978768345213E+002                  4.3640207544459363E+003                  1.2128967917021491E+000                  1.9265996179093670E+000                 -4.1377938125304166E+000                  6.9999999998827744E-001                  2.9797646973644024E-005                  2.7997020236474890E-001                  3.4468833607861171E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  6.9999999999907869E-001                  2.9797636172838729E-005                  2.7997020236474890E-001                  3.4468833607861279E-003                  1.0103427409336059E-003                  9.3805276451495393E-003                  2.0850244238750349E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.6763583403119013E+004                  1.0077796655101568E+007                  8.2447245869669170E+009                  7.8827121685961782E-006                  7.8827121685961782E-006                  0.0000000000000000E+000                  3.1543632015900462E-007                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.3067682406091589E+011                               "r23.05.1"                               "gfortran"                                 "13.1.0"                    "x86_64-linux-23.7.2"                                 "CRMATH"                               "20241024"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                   radius                                   csound                                       pp                                      cno                                tri_alpha                                       h1                                      he3                                      he4                                      c12                                      n14                                      o16                                     ne20                                     mg24                              mixing_type                                 brunt_N2                                 lamb_Sl1                                 lamb_Sl2 
                                       1                  1.0000000000000000E+000                  2.8479146981920561E-001                  3.6399299759825445E+000                 -6.8300226705537765E+000                  4.6120488472823302E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.9265996179093670E+000                  6.4964490909781482E+005                  2.1703346239040406E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.0000000000000007E-001                  2.9797635251138621E-005                  2.7997020236474890E-001                  3.4468833607861557E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  4.0772218292556778E-003                                        0                  4.2751191149558846E-005                  1.0909320371676428E+000                  1.8895497159789758E+000 
                                       2                  9.9999999999899991E-001                  2.8479127686115696E-001                  3.6400271672453886E+000                 -6.8293457664631134E+000                  4.6128248343698637E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.9265987619168650E+000                  6.4975332501278864E+005                  2.1737212602891953E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.0000000000000007E-001                  2.9797635251138621E-005                  2.7997020236474890E-001                  3.4468833607861557E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  4.0772218292556778E-003                                        0                  4.2714640374702861E-005                  1.0910134374922029E+000                  1.8896907054768661E+000 
                                       3                  9.9999999999775002E-001                  2.8479103603887956E-001                  3.6401353470272473E+000                 -6.8285954745297390E+000                  4.6136854211061795E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.9265976935915876E+000                  6.4987412434836221E+005                  2.1774812418190901E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.0000000000000007E-001                  2.9797635251138621E-005                  2.7997020236474890E-001                  3.4468833607861557E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  4.0772218292556778E-003                                        0                  4.2623130520889732E-005                  1.0912166147710698E+000                  1.8900426188468078E+000 
                                       4                  9.9999999999650002E-001                  2.8479079563189252E-001                  3.6402978887994322E+000                 -6.8274735153056856E+000                  4.6149731150128188E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.9265966271091939E+000                  6.5005583225949795E+005                  2.1831159213214909E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.0000000000000007E-001                  2.9797635251138621E-005                  2.7997020236474890E-001                  3.4468833607861557E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  4.0772218292556778E-003                                        0                  4.2531542656713852E-005                  1.0914203592296376E+000                  1.8903955146008076E+000 
                                       5                  9.9999999999400002E-001                  2.8479031605725807E-001                  3.6406240810097996E+000                 -6.8252421710725821E+000                  4.6175371162792311E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.9265944996440718E+000                  6.5042126729606302E+005                  2.1943655104045997E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.0000000000000007E-001                  2.9797635251138621E-005                  2.7997020236474890E-001                  3.4468833607861557E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  4.0772218292556778E-003                                        0                  4.2348121156467300E-005                  1.0918295457133729E+000                  1.8911042463804073E+000 
                                       6                  9.9999999998900002E-001                  2.8478936181860093E-001                  3.6413902742114495E+000                 -6.8200993108757082E+000                  4.6234616182626089E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.9265902665050265E+000                  6.5128330360486091E+005                  2.2205151687743211E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.0000000000000007E-001                  2.9797635251138621E-005                  2.7997020236474890E-001                  3.4468833607861557E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  4.0772218292556778E-003                                        0                  4.1980282043297796E-005                  1.0926546578570357E+000                  1.8925333825351736E+000 
                                       7                  9.9999999997650002E-001                  2.8478700427831732E-001                  3.6425040329921226E+000                 -6.8129103545715726E+000                  4.6317875859527868E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.9265798081593082E+000                  6.5254744388069026E+005                  2.2575916855829059E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.0000000000000007E-001                  2.9797635251138621E-005                  2.7997020236474890E-001                  3.4468833607861557E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  4.0772218292556778E-003                                        0                  4.1056412003494751E-005                  1.0947560267637295E+000                  1.8961730602470128E+000 
                                       8                  9.9999999996400013E-001                  2.8478468540415991E-001                  3.6442016288192876E+000                 -6.8024471248961023E+000                  4.6439849494725038E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.9265695213967804E+000                  6.5449092841886799E+005                  2.3126642714632551E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.0000000000000007E-001                  2.9797635251138621E-005                  2.7997020236474890E-001                  3.4468833607861557E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  4.0772218292556778E-003                                        0                  4.0126622435798136E-005                  1.0969112061253303E+000                  1.8999059404007292E+000 
                                       9                  9.9999999993899991E-001                  2.8478015794839212E-001                  3.6465405231138059E+000                 -6.7890900780022614E+000                  4.6597334910058574E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.9265494372990306E+000                  6.5720400736459554E+005                  2.3849252309641054E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.0000000000000007E-001                  2.9797635251138621E-005                  2.7997020236474890E-001                  3.4468833607861557E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  4.0772218292556778E-003                                        0                  3.8254771563222096E-005                  1.1013765217792795E+000                  1.9076400939852018E+000 
