                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     150                                      731                  1.0000000000000000E+000                  2.0000000000000000E-002                  1.3884637573537318E+007                  9.0601355046720558E+005                  4.5067433628837098E+003                  4.5072007767126004E-001                  1.1012374128819988E+000                 -2.3010994066265593E+000                  6.9999523092293559E-001                  3.4566509256938303E-005                  2.7997020251078336E-001                  3.4468830186737028E-003                  1.0103431400269771E-003                  9.3805276451927114E-003                  2.0850244238750366E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  6.9999951166106111E-001                  3.0285969163760833E-005                  2.7997020236842141E-001                  3.4468833526588535E-003                  1.0103427504146345E-003                  9.3805276451504431E-003                  2.0850244238750353E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.1565874954908679E+004                  4.7445283527016461E+007                  2.2186719641306198E+010                  4.5012917486645515E-003                  4.5012917486645489E-003                  0.0000000000000000E+000                  1.8048537312781841E-004                  5.0000000000000000E+001                  1.0000000000000000E+003                  4.3816583869066125E+014                               "r23.05.1"                               "gfortran"                                 "13.1.0"                    "x86_64-linux-23.7.2"                                 "CRMATH"                               "20241024"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                   radius                                   csound                                       pp                                      cno                                tri_alpha                                       h1                                      he3                                      he4                                      c12                                      n14                                      o16                                     ne20                                     mg24                              mixing_type                                 brunt_N2                                 lamb_Sl1                                 lamb_Sl2 
                                       1                  1.0000000000000000E+000                  4.1880957472651949E-002                  3.6540925833884224E+000                 -6.5975040916818664E+000                  4.8584306522725171E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.1012374128819988E+000                  6.5853566371410061E+005                  3.7080336096850236E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.0000000000000007E-001                  2.9797635251138621E-005                  2.7997020236474890E-001                  3.4468833607861557E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  4.0772218292556778E-003                                        0                  3.8162958191500606E-004                  1.9346903625323528E+000                  3.3509820048198851E+000 
                                       2                  9.9999999999899991E-001                  4.1880352582555451E-002                  3.6546110471991167E+000                 -6.5939271582906205E+000                  4.8625369428173943E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.1012358790675738E+000                  6.5912005485433841E+005                  3.7387146745570874E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.0000000000000007E-001                  2.9797635251138621E-005                  2.7997020236474890E-001                  3.4468833607861557E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  4.0772218292556778E-003                                        0                  3.7995718273175415E-004                  1.9354561087414948E+000                  3.3523083161598222E+000 
                                       3                  9.9999999999775002E-001                  4.1879602668339046E-002                  3.6551917999156118E+000                 -6.5900028902133281E+000                  4.8670544404225407E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.1012339775197468E+000                  6.5977825813492283E+005                  3.7726671787046769E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.0000000000000007E-001                  2.9797635251138621E-005                  2.7997020236474890E-001                  3.4468833607861557E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  4.0772218292556778E-003                                        0                  3.7577395023317912E-004                  1.9373801268087913E+000                  3.3556408132070601E+000 
                                       4                  9.9999999999650002E-001                  4.1878859495965863E-002                  3.6560695414540092E+000                 -6.5842105181230188E+000                  4.8737438283914214E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.1012320930703643E+000                  6.6077876581753953E+005                  3.8233467807734880E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.0000000000000007E-001                  2.9797635251138621E-005                  2.7997020236474890E-001                  3.4468833607861557E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  4.0772218292556778E-003                                        0                  3.7159254153913869E-004                  1.9393300946799434E+000                  3.3590182566330222E+000 
                                       5                  9.9999999999400002E-001                  4.1877392832425538E-002                  3.6578516845204159E+000                 -6.5729556926285575E+000                  4.8868213865232555E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.1012283740863560E+000                  6.6283024669351685E+005                  3.9237746641565441E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.0000000000000007E-001                  2.9797635251138621E-005                  2.7997020236474890E-001                  3.4468833607861557E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  4.0772218292556778E-003                                        0                  3.6323583789161601E-004                  1.9433052419462049E+000                  3.3659034136657557E+000 
                                       6                  9.9999999998900002E-001                  4.1874534503833855E-002                  3.6621278486592765E+000                 -6.5482691159137998E+000                  4.9158869454392979E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.1012211263263210E+000                  6.6783172762956726E+005                  4.1533931757916498E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.0000000000000007E-001                  2.9797635251138621E-005                  2.7997020236474890E-001                  3.4468833607861557E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  4.0772218292556778E-003                                        0                  3.4654984915341309E-004                  1.9515343354169290E+000                  3.3801566216572829E+000 
                                       7                  9.9999999997650002E-001                  4.1867783318977267E-002                  3.6670353525218990E+000                 -6.5241776818721897E+000                  4.9450124229312875E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.1012040077813792E+000                  6.7370286116006027E+005                  4.3904287341589374E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.0000000000000007E-001                  2.9797635251138621E-005                  2.7997020236474890E-001                  3.4468833607861557E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  4.0772218292556778E-003                                        0                  3.0532950313370843E-004                  1.9735599045348329E+000                  3.4183060264351126E+000 
                                       8                  9.9999999997025002E-001                  4.1864589770691164E-002                  3.6703941130754210E+000                 -6.5092367394375366E+000                  4.9633984447291173E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.1011959101992357E+000                  6.7774084390414285E+005                  4.5441825711138306E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.0000000000000007E-001                  2.9797635251138621E-005                  2.7997020236474890E-001                  3.4468833607861557E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  4.0772218292556778E-003                                        0                  2.8507814465436777E-004                  1.9852559228632871E+000                  3.4385641244262528E+000 
                                       9                  9.9999999996400013E-001                  4.1861504154082463E-002                  3.6755549507665775E+000                 -6.4883294923324639E+000                  4.9895963165124728E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.1011880863459269E+000                  6.8394696019653813E+005                  4.7684177772858808E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.0000000000000007E-001                  2.9797635251138621E-005                  2.7997020236474890E-001                  3.4468833607861557E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  4.0772218292556778E-003                                        0                  2.6492395621809664E-004                  1.9972796764676264E+000                  3.4593898765666573E+000 
